prompt_clean,prompt_corrupted,io_name,s_name,distractor_name,template_type,template_idx,place,object_noun,io_token_id,s_token_id,prompt_type,logit_io,logit_s,logit_diff,prob_io,prob_s,is_correct,rank_io,top_1_prediction,top_k_predictions,top_k_logits
"When David and Henry visited the restaurant, Henry handed the letter to","When David and Harry visited the restaurant, Harry handed the letter to",David,Henry,Harry,ABB,1,the restaurant,letter,3271,8616,clean,15.092305,13.17704,1.915265,0.2053335,0.03024619,True,1,David,David | the | his | a | them,15.0923 | 14.9083 | 14.0141 | 13.7023 | 13.6447
"When Sam and Henry went to the gym, Henry gave the letter to","When Sam and Zach went to the gym, Zach gave the letter to",Sam,Henry,Zach,ABB,0,the gym,letter,3409,8616,clean,15.045512,11.823732,3.22178,0.26945627,0.010747,True,1,Sam,Sam | the | his | them | a,15.0455 | 14.1967 | 13.8063 | 13.6398 | 12.8937
"Once Victor and Noah were at the market, Noah brought the key to","Once Victor and Quinn were at the market, Quinn brought the key to",Victor,Noah,Quinn,ABB,4,the market,key,12622,18394,clean,14.336862,12.101124,2.235738,0.14681908,0.0156969,True,2,the,the | Victor | his | a | their,15.2216 | 14.3369 | 13.5001 | 12.6480 | 12.2084
"When Ella and Harry went to the school, Ella gave the bag to","When Alice and Harry went to the school, Alice gave the bag to",Harry,Ella,Alice,BAB,0,the school,bag,5850,7122,clean,17.438692,10.22232,7.216372,0.67766637,0.00049772,True,1,Harry,Harry | the | her | Hermione | them,17.4387 | 15.1575 | 14.6580 | 13.5341 | 13.5241
"Once Xander and Victor were at the restaurant, Xander brought the ticket to","Once Quinn and Victor were at the restaurant, Quinn brought the ticket to",Victor,Xander,Quinn,BAB,4,the restaurant,ticket,12622,46122,clean,14.513863,12.254015,2.259848,0.06906518,0.00720808,True,2,the,the | Victor | his | them | him,16.0187 | 14.5139 | 14.4923 | 14.2743 | 14.1447
"As Brian and Grace walked through the library, Grace offered the card to","As Brian and Xander walked through the library, Xander offered the card to",Brian,Grace,Xander,ABB,6,the library,card,8403,16156,clean,17.406265,12.78861,4.617655,0.68248957,0.00674022,True,1,Brian,Brian | the | her | them | a,17.4063 | 14.6943 | 14.0457 | 13.5581 | 13.4903
"When Carol and Victor went to the store, Carol gave the letter to","When Frank and Victor went to the store, Frank gave the letter to",Victor,Carol,Frank,BAB,0,the store,letter,12622,5074,clean,17.209543,11.319304,5.890239,0.71748996,0.0019848,True,1,Victor,Victor | the | her | a | them,17.2095 | 14.6358 | 14.4441 | 13.5331 | 13.4109
"When Rose and Clara visited the park, Clara handed the book to","When Rose and Paul visited the park, Paul handed the book to",Rose,Clara,Paul,ABB,1,the park,book,8049,27443,clean,15.701663,12.520326,3.181337,0.29654455,0.01231552,True,1,Rose,Rose | her | the | a | them,15.7017 | 15.1068 | 14.6624 | 13.1109 | 13.0773
"As Harry and Grace walked through the station, Harry offered the key to","As Rose and Grace walked through the station, Rose offered the key to",Grace,Harry,Rose,BAB,6,the station,key,16156,5850,clean,8.580338,12.558893,-3.978556,0.00023543,0.01258119,False,158,the,the | his | their | a | Harry,16.2127 | 14.6564 | 14.5712 | 13.6000 | 12.5589
"When Victor and Carol went to the store, Carol gave the phone to","When Victor and Bob went to the store, Bob gave the phone to",Victor,Carol,Bob,ABB,0,the store,phone,12622,5074,clean,17.295544,11.022724,6.27282,0.70627171,0.00133266,True,1,Victor,Victor | the | a | her | them,17.2955 | 14.6002 | 13.8132 | 13.7791 | 13.2981
"When David and Uma visited the beach, David handed the jacket to","When Bob and Uma visited the beach, Bob handed the jacket to",Uma,David,Bob,BAB,1,the beach,jacket,471,3271,clean,16.781139,11.987633,4.793507,0.41448623,0.00343334,True,1,U,U | his | the | her | a,16.7811 | 15.5042 | 15.2104 | 14.9137 | 14.1414
"When Quinn and Bob visited the school, Bob handed the map to","When Quinn and Frank visited the school, Frank handed the map to",Quinn,Bob,Frank,ABB,1,the school,map,16109,5811,clean,17.395866,14.096148,3.299718,0.69783294,0.02574555,True,1,Quinn,Quinn | the | them | Bob | her,17.3959 | 14.8458 | 14.2279 | 14.0961 | 13.7779
"As Victor and Derek walked through the store, Victor offered the map to","As Xander and Derek walked through the store, Xander offered the map to",Derek,Victor,Xander,BAB,6,the store,map,20893,12622,clean,16.151144,10.21745,5.933694,0.52433926,0.00138881,True,1,Derek,Derek | the | his | him | them,16.1511 | 14.5276 | 14.0206 | 13.4870 | 13.4336
"While Paul and Iris were at the station, Paul delivered the jacket to","While Quinn and Iris were at the station, Quinn delivered the jacket to",Iris,Paul,Quinn,BAB,5,the station,jacket,34230,3362,clean,16.523188,12.953818,3.569369,0.62202555,0.01752471,True,1,Iris,Iris | the | his | a | Paul,16.5232 | 14.3073 | 13.4999 | 13.0460 | 12.9538
"Once Uma and Wendy were at the hospital, Wendy brought the key to","Once Uma and Emma were at the hospital, Emma brought the key to",Uma,Wendy,Emma,ABB,4,the hospital,key,471,28314,clean,14.091738,12.583804,1.507934,0.05498288,0.01217139,True,3,the,the | her | U | their | a,16.1200 | 15.2422 | 14.0917 | 13.4614 | 13.0161
"When Sam and Carol arrived at the restaurant, Sam passed the gift to","When Bob and Carol arrived at the restaurant, Bob passed the gift to",Carol,Sam,Bob,BAB,2,the restaurant,gift,5074,3409,clean,17.032045,10.885004,6.147041,0.59733498,0.00127818,True,1,Carol,Carol | his | the | her | a,17.0320 | 14.9204 | 14.8068 | 14.2717 | 13.9400
"Once Gina and Fred were at the park, Gina brought the key to","Once Henry and Fred were at the park, Henry brought the key to",Fred,Gina,Henry,BAB,4,the park,key,8559,43002,clean,13.527781,11.882717,1.645063,0.03910419,0.00754712,True,3,the,the | her | Fred | a | their,16.0275 | 14.5238 | 13.5278 | 13.3951 | 13.1937
"After David and Frank left the school, Frank sent the note to","After David and Rose left the school, Rose sent the note to",David,Frank,Rose,ABB,3,the school,note,3271,5278,clean,12.675005,13.170077,-0.495072,0.01699605,0.02788401,False,7,his,his | the | their | her | a,15.5080 | 14.2863 | 13.6561 | 13.4151 | 13.1823
"After Brian and Wendy left the cafe, Wendy sent the jacket to","After Brian and Amy left the cafe, Amy sent the jacket to",Brian,Wendy,Amy,ABB,3,the cafe,jacket,8403,28314,clean,16.171513,14.522699,1.648813,0.39584616,0.07611249,True,1,Brian,Brian | Wendy | the | her | a,16.1715 | 14.5227 | 14.4820 | 14.3624 | 13.0870
"Once Harry and Bob were at the theater, Harry brought the card to","Once Xander and Bob were at the theater, Xander brought the card to",Bob,Harry,Xander,BAB,4,the theater,card,5811,5850,clean,14.590505,14.756264,-0.165759,0.0541737,0.0639406,False,5,the,the | his | Hermione | Harry | Bob,15.6582 | 15.1020 | 15.0003 | 14.7563 | 14.5905
"When Noah and Quinn arrived at the school, Noah passed the card to","When Derek and Quinn arrived at the school, Derek passed the card to",Quinn,Noah,Derek,BAB,2,the school,card,16109,18394,clean,17.012447,11.937454,5.074993,0.69417679,0.00433939,True,1,Quinn,Quinn | his | the | a | her,17.0124 | 14.6125 | 14.4839 | 13.7229 | 13.1970
"When Ella and Fred went to the hospital, Fred gave the card to","When Ella and Bob went to the hospital, Bob gave the card to",Ella,Fred,Bob,ABB,0,the hospital,card,7122,8559,clean,14.574822,13.516304,1.058518,0.13366044,0.04637609,True,1,Ell,Ell | her | the | his | Fred,14.5748 | 14.2602 | 14.0892 | 13.5288 | 13.5163
"As Frank and Isla walked through the office, Frank offered the phone to","As Grace and Isla walked through the office, Grace offered the phone to",Isla,Frank,Grace,BAB,6,the office,phone,1148,5278,clean,14.933027,11.818407,3.11462,0.22349373,0.00992209,True,1,Is,Is | the | his | a | her,14.9330 | 14.0905 | 13.6205 | 12.9849 | 11.9587
"When Sam and Olivia visited the school, Olivia handed the package to","When Sam and Wendy visited the school, Wendy handed the package to",Sam,Olivia,Wendy,ABB,1,the school,package,3409,33911,clean,16.193773,12.350214,3.843559,0.32029447,0.00685982,True,1,Sam,Sam | her | the | them | a,16.1938 | 15.1070 | 15.0865 | 14.6178 | 13.9212
"Once Fred and Isla were at the park, Isla brought the package to","Once Fred and Carol were at the park, Carol brought the package to",Fred,Isla,Carol,ABB,4,the park,package,8559,1148,clean,14.230541,11.179911,3.050631,0.09299657,0.00440144,True,2,the,the | Fred | him | her | his,14.6651 | 14.2305 | 13.9321 | 13.8781 | 13.5323
"As Gina and Victor walked through the theater, Victor offered the package to","As Gina and Frank walked through the theater, Frank offered the package to",Gina,Victor,Frank,ABB,6,the theater,package,43002,12622,clean,17.241062,13.960019,3.281043,0.63295019,0.02379198,True,1,Gina,Gina | her | the | Victor | his,17.2411 | 14.9354 | 14.5212 | 13.9600 | 13.6297
"While David and Sam were at the market, David delivered the ticket to","While Liam and Sam were at the market, Liam delivered the ticket to",Sam,David,Liam,BAB,5,the market,ticket,3409,3271,clean,14.015277,10.710129,3.305148,0.10075048,0.00369692,True,2,the,the | Sam | his | a | their,14.8810 | 14.0153 | 13.9737 | 13.7001 | 12.2756
"Once Grace and Tara were at the office, Grace brought the note to","Once Noah and Tara were at the office, Noah brought the note to",Tara,Grace,Noah,BAB,4,the office,note,37723,16156,clean,15.030087,11.686069,3.344018,0.17663406,0.00623427,True,2,her,her | Tara | the | them | me,15.1674 | 15.0301 | 14.5619 | 13.1964 | 13.0667
"When Yara and Kate arrived at the restaurant, Kate passed the key to","When Yara and Iris arrived at the restaurant, Iris passed the key to",Yara,Kate,Iris,ABB,2,the restaurant,key,575,16693,clean,13.612915,10.818482,2.794433,0.04358453,0.00266518,True,4,the,the | her | their | Y | a,16.1248 | 14.5422 | 13.8165 | 13.6129 | 13.5687
"As Mia and Sam walked through the theater, Sam offered the book to","As Mia and Wendy walked through the theater, Wendy offered the book to",Mia,Sam,Wendy,ABB,6,the theater,book,32189,3409,clean,17.256048,14.951618,2.30443,0.57720882,0.05761449,True,1,Mia,Mia | her | Sam | the | a,17.2560 | 14.9590 | 14.9516 | 14.4511 | 14.1007
"As Ella and Uma walked through the hospital, Ella offered the trophy to","As Derek and Uma walked through the hospital, Derek offered the trophy to",Uma,Ella,Derek,BAB,6,the hospital,trophy,471,7122,clean,16.08004,11.743362,4.336678,0.44713464,0.00584848,True,1,U,U | her | the | a | them,16.0800 | 15.0513 | 14.3603 | 12.5945 | 12.3378
"When Harry and Noah arrived at the market, Harry passed the gift to","When Ella and Noah arrived at the market, Ella passed the gift to",Noah,Harry,Ella,BAB,2,the market,gift,18394,5850,clean,16.435102,11.286613,5.148489,0.50678813,0.00294351,True,1,Noah,Noah | his | the | a | their,16.4351 | 14.9996 | 14.6688 | 13.8692 | 12.8735
"When Quinn and Ella visited the restaurant, Ella handed the card to","When Quinn and Mia visited the restaurant, Mia handed the card to",Quinn,Ella,Mia,ABB,1,the restaurant,card,16109,7122,clean,15.884643,10.83328,5.051363,0.48050219,0.0030755,True,1,Quinn,Quinn | the | her | a | him,15.8846 | 14.3030 | 14.0978 | 12.9533 | 12.5838
"When Mia and Alice arrived at the office, Mia passed the book to","When Harry and Alice arrived at the office, Harry passed the book to",Alice,Mia,Harry,BAB,2,the office,book,14862,32189,clean,16.576916,12.903404,3.673512,0.39575955,0.01004721,True,1,Alice,Alice | her | the | a | them,16.5769 | 15.6884 | 14.9677 | 14.3101 | 13.3499
"When Quinn and Ella visited the cafe, Ella handed the card to","When Quinn and Noah visited the cafe, Noah handed the card to",Quinn,Ella,Noah,ABB,1,the cafe,card,16109,7122,clean,16.052324,10.719803,5.332521,0.52387017,0.00253127,True,1,Quinn,Quinn | the | her | a | him,16.0523 | 14.2705 | 14.2310 | 12.8792 | 12.6439
"As Henry and Sam walked through the library, Sam offered the key to","As Henry and Frank walked through the library, Frank offered the key to",Henry,Sam,Frank,ABB,6,the library,key,8616,3409,clean,12.486589,11.955151,0.531439,0.01555112,0.0091403,True,6,the,the | his | their | a | unlocking,15.7796 | 13.9928 | 13.9816 | 13.6750 | 12.8273
"After Olivia and Iris left the park, Iris sent the wallet to","After Olivia and Gina left the park, Gina sent the wallet to",Olivia,Iris,Gina,ABB,3,the park,wallet,33911,34230,clean,13.817059,13.495756,0.321302,0.09891697,0.07173497,True,3,her,her | the | Olivia | Iris | a,14.1616 | 13.8375 | 13.8171 | 13.4958 | 12.0776
"When Derek and Iris went to the mall, Iris gave the note to","When Derek and Isla went to the mall, Isla gave the note to",Derek,Iris,Isla,ABB,0,the mall,note,20893,34230,clean,15.024127,11.077076,3.947051,0.27086136,0.00523076,True,1,Derek,Derek | the | them | her | him,15.0241 | 14.1919 | 13.8590 | 13.7557 | 12.8808
"When Kate and Jack visited the beach, Kate handed the map to","When Liam and Jack visited the beach, Liam handed the map to",Jack,Kate,Liam,BAB,1,the beach,map,3619,16693,clean,16.980701,12.291281,4.689421,0.5273636,0.00484753,True,1,Jack,Jack | her | them | the | him,16.9807 | 15.2101 | 15.0120 | 14.8955 | 13.5662
"When Uma and Gina arrived at the library, Uma passed the book to","When Yara and Gina arrived at the library, Yara passed the book to",Gina,Uma,Yara,BAB,2,the library,book,43002,471,clean,15.830404,11.990506,3.839898,0.32630858,0.00701426,True,1,Gina,Gina | her | the | a | his,15.8304 | 15.3785 | 14.7143 | 14.3564 | 12.8213
"When Ella and Emma went to the theater, Ella gave the note to","When David and Emma went to the theater, David gave the note to",Emma,Ella,David,BAB,0,the theater,note,18966,7122,clean,16.543844,10.70683,5.837014,0.47987661,0.00140006,True,1,Emma,Emma | her | the | a | their,16.5438 | 15.3213 | 14.9080 | 13.7136 | 12.7011
"When Rose and Isla visited the cafe, Rose handed the gift to","When Amy and Isla visited the cafe, Amy handed the gift to",Isla,Rose,Amy,BAB,1,the cafe,gift,1148,8049,clean,17.701315,11.68006,6.021255,0.80776864,0.00196015,True,1,Is,Is | the | her | his | a,17.7013 | 14.7133 | 14.6453 | 12.8278 | 12.7914
"As Yara and Frank walked through the school, Frank offered the pen to","As Yara and Sam walked through the school, Sam offered the pen to",Yara,Frank,Sam,ABB,6,the school,pen,575,5278,clean,15.833088,12.984804,2.848284,0.41540006,0.02406981,True,1,Y,Y | the | her | a | his,15.8331 | 13.9069 | 13.2628 | 13.2251 | 13.2126
"While Ella and David were at the library, David delivered the gift to","While Ella and Alice were at the library, Alice delivered the gift to",Ella,David,Alice,ABB,5,the library,gift,7122,3271,clean,14.912809,12.803139,2.109671,0.15187679,0.0184193,True,1,Ell,Ell | the | her | his | a,14.9128 | 14.5246 | 14.4035 | 14.0117 | 13.3697
"When Harry and Uma visited the school, Uma handed the jacket to","When Harry and Quinn visited the school, Quinn handed the jacket to",Harry,Uma,Quinn,ABB,1,the school,jacket,5850,471,clean,17.026625,14.393605,2.633019,0.63834995,0.04587257,True,1,Harry,Harry | the | U | them | a,17.0266 | 14.6716 | 14.3936 | 13.6540 | 13.4127
"After Gina and Jack left the park, Jack sent the wallet to","After Gina and David left the park, David sent the wallet to",Gina,Jack,David,ABB,3,the park,wallet,43002,3619,clean,16.627785,13.405711,3.222074,0.49365911,0.01968332,True,1,Gina,Gina | the | her | his | Jack,16.6278 | 14.3388 | 14.1077 | 14.0654 | 13.4057
"When Liam and Brian visited the mall, Liam handed the letter to","When Wendy and Brian visited the mall, Wendy handed the letter to",Brian,Liam,Wendy,BAB,1,the mall,letter,8403,31684,clean,15.721944,12.202519,3.519424,0.30205584,0.00894583,True,1,Brian,Brian | the | his | them | him,15.7219 | 14.8918 | 14.5367 | 14.1170 | 13.7848
"Once Tara and Clara were at the gym, Clara brought the jacket to","Once Tara and Carol were at the gym, Carol brought the jacket to",Tara,Clara,Carol,ABB,4,the gym,jacket,37723,27443,clean,15.173182,13.308293,1.864888,0.13292415,0.02059175,True,3,her,her | the | Tara | them | me,15.9089 | 15.2627 | 15.1732 | 13.4505 | 13.3114
"When Gina and Isla went to the school, Isla gave the bag to","When Gina and Harry went to the school, Harry gave the bag to",Gina,Isla,Harry,ABB,0,the school,bag,43002,1148,clean,16.966196,13.25831,3.707886,0.64079726,0.01571833,True,1,Gina,Gina | her | the | them | Is,16.9662 | 14.7651 | 14.6078 | 13.3884 | 13.2583
"When Tara and Grace arrived at the park, Grace passed the trophy to","When Tara and Iris arrived at the park, Iris passed the trophy to",Tara,Grace,Iris,ABB,2,the park,trophy,37723,16156,clean,15.778066,11.500487,4.277578,0.31510308,0.00437244,True,1,Tara,Tara | her | the | a | their,15.7781 | 14.8983 | 14.5354 | 14.0315 | 12.9291
"After Derek and Henry left the mall, Henry sent the jacket to","After Derek and Jack left the mall, Jack sent the jacket to",Derek,Henry,Jack,ABB,3,the mall,jacket,20893,8616,clean,15.274653,12.595919,2.678735,0.30033389,0.02061791,True,1,Derek,Derek | his | the | a | Henry,15.2747 | 14.1270 | 13.9285 | 12.8773 | 12.5959
"After Carol and Brian left the mall, Brian sent the gift to","After Carol and Bob left the mall, Bob sent the gift to",Carol,Brian,Bob,ABB,3,the mall,gift,5074,8403,clean,17.385126,13.867617,3.517509,0.60142636,0.01784627,True,1,Carol,Carol | her | his | the | Brian,17.3851 | 14.7918 | 14.7531 | 14.4060 | 13.8676
"When Harry and Paul arrived at the school, Harry passed the jacket to","When Rose and Paul arrived at the school, Rose passed the jacket to",Paul,Harry,Rose,BAB,2,the school,jacket,3362,5850,clean,14.481285,13.167536,1.313749,0.07945351,0.02135792,True,3,his,his | the | Paul | a | Hermione,15.2225 | 15.1933 | 14.4813 | 14.2040 | 14.0035
"When Clara and Amy visited the park, Clara handed the pen to","When Fred and Amy visited the park, Fred handed the pen to",Amy,Clara,Fred,BAB,1,the park,pen,14235,27443,clean,17.937136,11.394475,6.542661,0.7481879,0.00107788,True,1,Amy,Amy | her | the | a | them,17.9371 | 15.5943 | 15.1079 | 13.4063 | 12.8161
