prompt_clean,prompt_corrupted,io_name,s_name,distractor_name,template_type,template_idx,place,object_noun,io_token_id,s_token_id
"When Xander and Frank visited the park, Xander handed the note to","When Victor and Frank visited the park, Victor handed the note to",Frank,Xander,Victor,BAB,1,the park,note,5278,46122
"When Mia and Xander arrived at the cafe, Mia passed the ticket to","When Rose and Xander arrived at the cafe, Rose passed the ticket to",Xander,Mia,Rose,BAB,2,the cafe,ticket,46122,32189
"Once Ella and Emma were at the park, Ella brought the map to","Once Mia and Emma were at the park, Mia brought the map to",Emma,Ella,Mia,BAB,4,the park,map,18966,7122
"As Olivia and Clara walked through the beach, Olivia offered the card to","As Xander and Clara walked through the beach, Xander offered the card to",Clara,Olivia,Xander,BAB,6,the beach,card,27443,33911
"When Olivia and David visited the hospital, David handed the phone to","When Olivia and Ella visited the hospital, Ella handed the phone to",Olivia,David,Ella,ABB,1,the hospital,phone,33911,3271
"While Quinn and Iris were at the school, Iris delivered the book to","While Quinn and Grace were at the school, Grace delivered the book to",Quinn,Iris,Grace,ABB,5,the school,book,16109,34230
"When Brian and Uma arrived at the library, Uma passed the phone to","When Brian and Quinn arrived at the library, Quinn passed the phone to",Brian,Uma,Quinn,ABB,2,the library,phone,8403,471
"When Alice and Frank visited the museum, Frank handed the ticket to","When Alice and Paul visited the museum, Paul handed the ticket to",Alice,Frank,Paul,ABB,1,the museum,ticket,14862,5278
"When Noah and Ella arrived at the mall, Ella passed the book to","When Noah and Victor arrived at the mall, Victor passed the book to",Noah,Ella,Victor,ABB,2,the mall,book,18394,7122
"When Clara and Tara arrived at the beach, Tara passed the pen to","When Clara and Brian arrived at the beach, Brian passed the pen to",Clara,Tara,Brian,ABB,2,the beach,pen,27443,37723
"While Clara and Rose were at the beach, Clara delivered the card to","While Xander and Rose were at the beach, Xander delivered the card to",Rose,Clara,Xander,BAB,5,the beach,card,8049,27443
"While Noah and Mia were at the theater, Mia delivered the ticket to","While Noah and Henry were at the theater, Henry delivered the ticket to",Noah,Mia,Henry,ABB,5,the theater,ticket,18394,32189
"When Quinn and Alice arrived at the park, Quinn passed the note to","When Paul and Alice arrived at the park, Paul passed the note to",Alice,Quinn,Paul,BAB,2,the park,note,14862,16109
"After Paul and Zach left the park, Zach sent the jacket to","After Paul and Tara left the park, Tara sent the jacket to",Paul,Zach,Tara,ABB,3,the park,jacket,3362,18825
"As Amy and Frank walked through the mall, Frank offered the gift to","As Amy and Olivia walked through the mall, Olivia offered the gift to",Amy,Frank,Olivia,ABB,6,the mall,gift,14235,5278
"When Derek and David arrived at the school, Derek passed the gift to","When Emma and David arrived at the school, Emma passed the gift to",David,Derek,Emma,BAB,2,the school,gift,3271,20893
"While Kate and Derek were at the mall, Derek delivered the jacket to","While Kate and Alice were at the mall, Alice delivered the jacket to",Kate,Derek,Alice,ABB,5,the mall,jacket,16693,20893
"While Harry and Iris were at the gym, Harry delivered the wallet to","While Isla and Iris were at the gym, Isla delivered the wallet to",Iris,Harry,Isla,BAB,5,the gym,wallet,34230,5850
"When Isla and Mia visited the store, Isla handed the trophy to","When Paul and Mia visited the store, Paul handed the trophy to",Mia,Isla,Paul,BAB,1,the store,trophy,32189,1148
"When Sam and Frank visited the school, Frank handed the card to","When Sam and Quinn visited the school, Quinn handed the card to",Sam,Frank,Quinn,ABB,1,the school,card,3409,5278
"While Sam and Clara were at the market, Sam delivered the package to","While Isla and Clara were at the market, Isla delivered the package to",Clara,Sam,Isla,BAB,5,the market,package,27443,3409
"When Amy and Liam visited the park, Liam handed the pen to","When Amy and Kate visited the park, Kate handed the pen to",Amy,Liam,Kate,ABB,1,the park,pen,14235,31684
"When Emma and Kate arrived at the office, Emma passed the bag to","When Fred and Kate arrived at the office, Fred passed the bag to",Kate,Emma,Fred,BAB,2,the office,bag,16693,18966
"When Xander and Victor visited the beach, Victor handed the card to","When Xander and Jack visited the beach, Jack handed the card to",Xander,Victor,Jack,ABB,1,the beach,card,46122,12622
"Once Derek and Isla were at the museum, Isla brought the map to","Once Derek and Brian were at the museum, Brian brought the map to",Derek,Isla,Brian,ABB,4,the museum,map,20893,1148
"After Fred and Frank left the theater, Frank sent the book to","After Fred and Gina left the theater, Gina sent the book to",Fred,Frank,Gina,ABB,3,the theater,book,8559,5278
"As Mia and Brian walked through the beach, Mia offered the key to","As Jack and Brian walked through the beach, Jack offered the key to",Brian,Mia,Jack,BAB,6,the beach,key,8403,32189
"When Bob and Isla arrived at the office, Isla passed the phone to","When Bob and David arrived at the office, David passed the phone to",Bob,Isla,David,ABB,2,the office,phone,5811,1148
"When Tara and Olivia visited the store, Olivia handed the book to","When Tara and Mia visited the store, Mia handed the book to",Tara,Olivia,Mia,ABB,1,the store,book,37723,33911
"As Yara and Carol walked through the hospital, Yara offered the pen to","As Quinn and Carol walked through the hospital, Quinn offered the pen to",Carol,Yara,Quinn,BAB,6,the hospital,pen,5074,575
"While Emma and Kate were at the hospital, Emma delivered the note to","While Tara and Kate were at the hospital, Tara delivered the note to",Kate,Emma,Tara,BAB,5,the hospital,note,16693,18966
"Once Rose and Frank were at the office, Rose brought the key to","Once Iris and Frank were at the office, Iris brought the key to",Frank,Rose,Iris,BAB,4,the office,key,5278,8049
"When Frank and Harry arrived at the beach, Frank passed the letter to","When Grace and Harry arrived at the beach, Grace passed the letter to",Harry,Frank,Grace,BAB,2,the beach,letter,5850,5278
"When Uma and Olivia arrived at the hospital, Uma passed the card to","When Amy and Olivia arrived at the hospital, Amy passed the card to",Olivia,Uma,Amy,BAB,2,the hospital,card,33911,471
"As Grace and Yara walked through the market, Yara offered the package to","As Grace and Carol walked through the market, Carol offered the package to",Grace,Yara,Carol,ABB,6,the market,package,16156,575
"When Tara and Victor went to the library, Victor gave the map to","When Tara and Wendy went to the library, Wendy gave the map to",Tara,Victor,Wendy,ABB,0,the library,map,37723,12622
"When Uma and Frank visited the library, Frank handed the wallet to","When Uma and David visited the library, David handed the wallet to",Uma,Frank,David,ABB,1,the library,wallet,471,5278
"As David and Iris walked through the museum, David offered the ticket to","As Harry and Iris walked through the museum, Harry offered the ticket to",Iris,David,Harry,BAB,6,the museum,ticket,34230,3271
"After Henry and Victor left the store, Henry sent the letter to","After Carol and Victor left the store, Carol sent the letter to",Victor,Henry,Carol,BAB,3,the store,letter,12622,8616
"As Amy and Jack walked through the office, Amy offered the gift to","As Clara and Jack walked through the office, Clara offered the gift to",Jack,Amy,Clara,BAB,6,the office,gift,3619,14235
"When Mia and Yara went to the office, Yara gave the note to","When Mia and Ella went to the office, Ella gave the note to",Mia,Yara,Ella,ABB,0,the office,note,32189,575
"When Alice and David arrived at the office, Alice passed the wallet to","When Clara and David arrived at the office, Clara passed the wallet to",David,Alice,Clara,BAB,2,the office,wallet,3271,14862
"After Victor and Emma left the library, Victor sent the jacket to","After Kate and Emma left the library, Kate sent the jacket to",Emma,Victor,Kate,BAB,3,the library,jacket,18966,12622
"When Sam and Carol arrived at the beach, Carol passed the pen to","When Sam and Alice arrived at the beach, Alice passed the pen to",Sam,Carol,Alice,ABB,2,the beach,pen,3409,5074
"Once Henry and Yara were at the station, Henry brought the key to","Once Quinn and Yara were at the station, Quinn brought the key to",Yara,Henry,Quinn,BAB,4,the station,key,575,8616
"Once Rose and Alice were at the station, Alice brought the ticket to","Once Rose and David were at the station, David brought the ticket to",Rose,Alice,David,ABB,4,the station,ticket,8049,14862
"Once Jack and Iris were at the beach, Jack brought the book to","Once Emma and Iris were at the beach, Emma brought the book to",Iris,Jack,Emma,BAB,4,the beach,book,34230,3619
"When Grace and Iris visited the museum, Iris handed the ticket to","When Grace and Frank visited the museum, Frank handed the ticket to",Grace,Iris,Frank,ABB,1,the museum,ticket,16156,34230
"When Emma and Quinn arrived at the museum, Emma passed the note to","When Olivia and Quinn arrived at the museum, Olivia passed the note to",Quinn,Emma,Olivia,BAB,2,the museum,note,16109,18966
"Once Paul and Amy were at the theater, Amy brought the package to","Once Paul and Fred were at the theater, Fred brought the package to",Paul,Amy,Fred,ABB,4,the theater,package,3362,14235
"When Harry and Quinn arrived at the station, Harry passed the note to","When Mia and Quinn arrived at the station, Mia passed the note to",Quinn,Harry,Mia,BAB,2,the station,note,16109,5850
"As Gina and Kate walked through the market, Gina offered the map to","As Ella and Kate walked through the market, Ella offered the map to",Kate,Gina,Ella,BAB,6,the market,map,16693,43002
"Once Kate and Wendy were at the school, Kate brought the phone to","Once Carol and Wendy were at the school, Carol brought the phone to",Wendy,Kate,Carol,BAB,4,the school,phone,28314,16693
"When Iris and Jack arrived at the museum, Iris passed the pen to","When Mia and Jack arrived at the museum, Mia passed the pen to",Jack,Iris,Mia,BAB,2,the museum,pen,3619,34230
"After Tara and Sam left the theater, Sam sent the pen to","After Tara and Noah left the theater, Noah sent the pen to",Tara,Sam,Noah,ABB,3,the theater,pen,37723,3409
"When Wendy and Jack went to the library, Jack gave the key to","When Wendy and Paul went to the library, Paul gave the key to",Wendy,Jack,Paul,ABB,0,the library,key,28314,3619
"When Derek and Quinn went to the station, Quinn gave the bag to","When Derek and Liam went to the station, Liam gave the bag to",Derek,Quinn,Liam,ABB,0,the station,bag,20893,16109
"When Grace and Carol went to the park, Grace gave the trophy to","When Derek and Carol went to the park, Derek gave the trophy to",Carol,Grace,Derek,BAB,0,the park,trophy,5074,16156
"After Yara and Frank left the school, Yara sent the letter to","After Sam and Frank left the school, Sam sent the letter to",Frank,Yara,Sam,BAB,3,the school,letter,5278,575
"When Fred and Tara went to the theater, Fred gave the jacket to","When Wendy and Tara went to the theater, Wendy gave the jacket to",Tara,Fred,Wendy,BAB,0,the theater,jacket,37723,8559
"When Clara and Fred arrived at the hospital, Fred passed the note to","When Clara and Olivia arrived at the hospital, Olivia passed the note to",Clara,Fred,Olivia,ABB,2,the hospital,note,27443,8559
"When Gina and Tara arrived at the museum, Tara passed the jacket to","When Gina and Amy arrived at the museum, Amy passed the jacket to",Gina,Tara,Amy,ABB,2,the museum,jacket,43002,37723
"Once Fred and Bob were at the beach, Bob brought the bag to","Once Fred and Xander were at the beach, Xander brought the bag to",Fred,Bob,Xander,ABB,4,the beach,bag,8559,5811
"While Sam and Olivia were at the office, Olivia delivered the key to","While Sam and Zach were at the office, Zach delivered the key to",Sam,Olivia,Zach,ABB,5,the office,key,3409,33911
"When Frank and Kate visited the hospital, Kate handed the gift to","When Frank and Paul visited the hospital, Paul handed the gift to",Frank,Kate,Paul,ABB,1,the hospital,gift,5278,16693
"As Liam and Carol walked through the market, Carol offered the letter to","As Liam and Zach walked through the market, Zach offered the letter to",Liam,Carol,Zach,ABB,6,the market,letter,31684,5074
"Once Derek and Sam were at the hospital, Sam brought the note to","Once Derek and Yara were at the hospital, Yara brought the note to",Derek,Sam,Yara,ABB,4,the hospital,note,20893,3409
"When Liam and Brian went to the gym, Brian gave the phone to","When Liam and Fred went to the gym, Fred gave the phone to",Liam,Brian,Fred,ABB,0,the gym,phone,31684,8403
"When Alice and Isla visited the school, Alice handed the phone to","When Emma and Isla visited the school, Emma handed the phone to",Isla,Alice,Emma,BAB,1,the school,phone,1148,14862
"After Paul and Ella left the museum, Ella sent the trophy to","After Paul and Emma left the museum, Emma sent the trophy to",Paul,Ella,Emma,ABB,3,the museum,trophy,3362,7122
"As Olivia and Henry walked through the gym, Olivia offered the jacket to","As Amy and Henry walked through the gym, Amy offered the jacket to",Henry,Olivia,Amy,BAB,6,the gym,jacket,8616,33911
